StartDate,EndDate,Duration,Latitude,Longitude,Age,Sex,Race,ruralurban,Religion,Socioeconomic,workhours,Remote,Relationship_status,Relationship_qual,FOMO_1,FOMO_2,FOMO_3,FOMO_4,FOMO_5,FOMO_6,FOMO_7,FOMO_8,FOMO_9,FOMO_10,FOMO_11,socialhours,posting,social_likes,socialeffort,irl,socialengage,socialinfo,familyclose,friendclose,community,Anxiety,valued_1,valued_2,valued_3,valued_4,FOMO
2024-04-02T07:00:32Z,2024-04-02T07:03:09Z,157,40.6994,-73.8883,51,Male,White,Urban,1,85,35,Remote,Single,NA,2,2,3,2,2,1,1,1,1,1,2,0.5,1,10,50,50,0,National news,2,10,1,20,60,85,70,50,1.6
2024-04-02T07:00:50Z,2024-04-02T07:03:09Z,138,37.751,-97.822,48,Male,White,Suburb,0,200,40,In person,Partnered,5,1,1,2,1,3,1,3,1,1,1,1,0.5,0,10,0,100,0,Friends,10,6,0,0,100,100,92,50,1.5
2024-04-02T07:00:49Z,2024-04-02T07:03:10Z,141,27.8485,-82.7944,44,Male,White,Suburb,22,14,21,Remote,Single,NA,1,1,1,1,2,1,2,2,1,2,2,0.6,1,13,8,87,0,Friends,5,10,1,0,92,93,89,72,1.4
2024-04-02T07:01:06Z,2024-04-02T07:03:13Z,127,30.1227,-81.351,36,Female,White,Suburb,70,75,40,In person,Partnered,5,4,4,1,1,4,1,1,1,3,1,3,2,0,0,0,100,1,Hobbies,4,2,0,75,50,50,35,0,2.1
2024-04-02T07:01:14Z,2024-04-02T07:03:13Z,118,33.7228,-83.9976,52,Female,White,Suburb,76,27,40,In person,Partnered,3,3,2,4,3,2,4,3,2,3,4,3,1.7,1,15,16,10,2,Work,2,2,22,13,11,27,18,33,3
2024-04-02T07:00:58Z,2024-04-02T07:03:17Z,139,48.8582,2.3387,39,Male,White,Urban,71,44,41,In person,Single,NA,3,4,4,3,3,3,3,4,4,3,3,2,4,11,57,90,2,Friends,6,11,45,53,71,70,58,19,3.4
2024-04-02T07:00:49Z,2024-04-02T07:03:20Z,150,30.4805,-84.2243,46,Female,Black,Urban,0,108,45,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,2,0.5,0,0,0,0,1,Hobbies,3,2,0,0,81,86,70,50,1
2024-04-02T07:00:54Z,2024-04-02T07:03:21Z,146,32.972,-96.7914,18,Male,Asian,Suburb,70,200,0,Do not work,Single,NA,3,5,2,2,4,3,4,2,2,3,4,4,0,0,0,5,2,Sports,7,6,60,69,42,66,51,52,3
2024-04-02T07:01:27Z,2024-04-02T07:03:22Z,114,41.8486,-87.6288,36,Male,White,Urban,0,67,37,Remote,Single,NA,2,2,2,2,3,2,3,3,4,3,3,1,1,5,1,41,1,National news,3,6,94,8,88,89,85,1,2.6
2024-04-02T07:00:34Z,2024-04-02T07:03:23Z,168,40.1215,-75.3269,43,Male,White,Suburb,0,65,40,In person,Single,NA,4,4,2,2,3,1,2,1,3,1,3,1,10,3,5,2,2,National news,1,2,0,60,70,75,80,50,2.3
2024-04-02T07:00:42Z,2024-04-02T07:03:27Z,164,41.1054,-80.6905,40,Female,White,Suburb,0,133,40,Remote,Partnered,4,4,4,1,1,1,1,1,1,1,1,1,2,0,0,0,95,2,National news,0,1,0,5,0,100,0,53,1.6
2024-04-02T07:01:12Z,2024-04-02T07:03:27Z,134,42.077,-87.7209,42,Male,Asian,Urban,0,100,40,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.5,4,0,0,80,1,Sports,1,10,50,0,100,100,100,50,1
2024-04-02T07:00:56Z,2024-04-02T07:03:31Z,154,45.4972,-122.6937,42,Male,Asian,Urban,2,107,1,Do not work,Partnered,5,3,3,3,3,2,3,3,3,3,3,4,1,1,5,20,19,1,Local news,3,2,4,4,51,50,51,50,2.9
2024-04-02T07:01:01Z,2024-04-02T07:03:34Z,152,41.7797,-87.872,35,Female,Hispanic,Suburb,88,55,43,In person,Partnered,4,2,3,3,2,4,3,3,4,4,3,2,2.9,3,9,73,68,3,Friends,3,3,33,53,76,84,71,77,3.1
2024-04-02T07:00:43Z,2024-04-02T07:03:33Z,169,28.7739,-81.6463,41,Female,White,Suburb,4,16,26,In person,Single,NA,4,4,1,1,1,1,1,1,1,1,1,2,0,5,6,50,1,Hobbies,1,0,1,77,22,48,58,5,1.6
2024-04-02T07:00:29Z,2024-04-02T07:03:34Z,184,43.0206,-70.9049,39,Female,Asian,Rural,81,200,40,Remote,Partnered,4,1,1,1,1,2,1,1,1,2,1,1,1,0,10,5,20,1,Local news,4,5,15,0,95,89,94,51,1.2
2024-04-02T07:00:56Z,2024-04-02T07:03:37Z,160,39.0469,-77.4903,35,Male,White,Rural,76,102,73,In person,Partnered,5,5,3,5,4,5,4,5,3,4,3,5,1.5,4,38,37,60,1,Friends,1,6,23,35,21,16,5,27,4.1
2024-04-02T07:00:56Z,2024-04-02T07:03:37Z,160,40.5175,-74.3991,29,Male,Hispanic,Suburb,7,165,40,In person,Partnered,5,2,1,1,1,1,2,2,1,2,1,2,2,0,0,0,20,2,Sports,5,3,3,9,92,85,77,53,1.4
2024-04-02T07:01:00Z,2024-04-02T07:03:38Z,157,32.5309,-97.3134,35,Female,White,Suburb,90,50,30,Remote,Single,NA,2,1,1,2,1,1,2,1,2,3,2,0.5,0,0,5,70,1,Hobbies,2,1,5,81,90,90,66,60,1.6
2024-04-02T07:01:36Z,2024-04-02T07:03:39Z,122,33.5119,-101.9316,38,Female,White,Suburb,0,140,40,Remote,Partnered,5,3,1,1,1,1,1,1,1,1,1,1,1,0,3,2,90,0,Hobbies,1,1,0,40,0,50,50,0,1.2
2024-04-02T07:00:47Z,2024-04-02T07:03:40Z,172,41.7415,-87.5962,36,Male,Black,Urban,20,108,40,In person,Single,NA,1,1,1,1,1,1,1,2,1,1,1,4.1,7,50,24,60,3,Friends,3,12,20,9,86,71,50,51,1.1
2024-04-02T07:01:46Z,2024-04-02T07:03:45Z,118,40.763,-73.9926,41,Female,Multiracial,Suburb,1,149,35,Remote,Partnered,4,5,5,5,5,5,5,5,2,5,2,5,1,0,0,0,50,0,Nothing,3,2,0,76,76,49,50,1,4.4
2024-04-02T07:01:42Z,2024-04-02T07:03:46Z,124,42.7348,-84.6245,38,Female,White,Suburb,1,93,38,Remote,Single,NA,2,2,2,1,2,1,2,1,2,1,2,0.2,0,0,0,50,0,Friends,3,6,0,85,81,87,83,52,1.6
2024-04-02T07:00:29Z,2024-04-02T07:03:47Z,197,38.8025,-90.3448,38,Male,White,Suburb,0,75,50,In person,Single,NA,2,1,1,1,4,1,1,1,2,1,2,2,1,40,10,92,0,Family,10,8,0,0,90,100,92,77,1.5
2024-04-02T07:01:57Z,2024-04-02T07:03:48Z,111,42.9827,-70.9472,41,Male,White,Rural,0,200,45,Remote,Partnered,5,3,1,1,2,4,2,1,3,1,4,4,3,2,8,20,91,1,Friends,5,3,0,51,60,82,69,38,2.2
2024-04-02T07:00:55Z,2024-04-02T07:03:49Z,173,29.675,-95.486,34,Male,Asian,Urban,60,142,40,Remote,Dating,4,2,1,1,2,1,2,2,2,1,2,1,0.6,7,1,8,50,1,Hobbies,4,2,4,23,87,53,55,54,1.6
2024-04-02T07:00:53Z,2024-04-02T07:03:49Z,175,28.5981,-81.3515,62,Female,White,Suburb,1,70,40,In person,Single,NA,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,100,0,Family,5,8,14,0,100,100,100,100,1.1
2024-04-02T07:01:14Z,2024-04-02T07:03:50Z,155,42.5403,-83.379,40,Male,Asian,Suburb,19,151,40,In person,Partnered,4,2,1,1,1,1,1,1,1,1,1,1,1.1,0,0,0,20,1,Family,3,3,10,5,78,69,69,33,1.1
2024-04-02T07:00:30Z,2024-04-02T07:03:50Z,199,48.1172,-96.1769,46,Male,White,Rural,80,22,0,Do not work,Single,NA,4,4,2,3,3,1,4,1,5,2,2,2,0,0,0,0,1,Hobbies,3,1,0,70,40,30,10,0,2.9
2024-04-02T07:01:14Z,2024-04-02T07:03:51Z,157,40.9476,-73.8624,28,Female,White,Suburb,80,80,40,In person,Partnered,5,3,2,2,1,2,1,2,1,3,1,2,2,1,70,30,90,3,Family,15,4,30,60,90,90,90,84,1.8
2024-04-02T07:00:47Z,2024-04-02T07:03:54Z,186,33.5157,-117.7109,24,Male,Multiracial,Suburb,5,70,0,Do not work,Single,NA,4,4,2,2,3,3,3,2,3,2,3,2,7,100,85,65,5,Hobbies,1,5,10,55,55,40,50,85,2.8
2024-04-02T07:00:54Z,2024-04-02T07:03:55Z,180,38.8086,-81.7029,47,Female,White,Rural,70,85,40,In person,Dating,2,3,3,2,1,3,1,3,2,2,2,3,2,1,64,38,97,1,Celebrities,3,3,60,58,90,60,72,51,2.2
2024-04-02T07:00:56Z,2024-04-02T07:03:55Z,178,29.7953,-95.4968,31,Male,Hispanic,Urban,87,40,40,In person,Single,NA,2,1,4,4,3,4,2,5,4,1,5,3,4,25,61,86,3,Hobbies,6,3,55,33,93,91,81,66,3
2024-04-02T07:00:50Z,2024-04-02T07:03:54Z,184,33.7855,-84.3612,39,Male,Black,Urban,24,62,40,In person,Partnered,4,1,1,1,1,4,1,2,1,2,1,2,1,7,50,34,20,0,Friends,3,8,68,3,80,84,68,72,1.5
2024-04-02T07:00:40Z,2024-04-02T07:03:55Z,194,40.7157,-74,26,Male,Black,Urban,51,39,18,In person,Dating,4,4,3,2,2,3,2,2,2,3,2,2,4.1,2,49,52,58,6,National news,11,14,40,33,70,80,80,65,2.5
2024-04-02T07:00:34Z,2024-04-02T07:03:57Z,203,40.0877,-76.4131,44,Female,White,Suburb,60,68,40,In person,Partnered,2,3,3,2,2,4,2,2,1,2,3,3,2,3,15,20,40,4,Family,3,2,8,28,20,40,26,32,2.4
2024-04-02T07:01:29Z,2024-04-02T07:03:58Z,148,37.7642,-122.3993,31,Female,Multiracial,Urban,50,170,45,Remote,Partnered,5,2,2,2,2,4,2,3,1,3,1,3,1.5,0,30,20,80,1,Friends,2,5,40,15,100,100,95,84,2.2
2024-04-02T07:00:32Z,2024-04-02T07:03:59Z,207,37.7201,-121.919,58,Female,White,Suburb,30,105,35,Remote,Partnered,4,2,2,1,1,2,1,1,1,1,1,1,0.5,2,10,10,60,1,Family,8,5,20,5,85,85,80,75,1.3
2024-04-02T07:00:41Z,2024-04-02T07:04:00Z,198,40.1678,-80.2591,58,Male,White,Suburb,0,32,45,In person,Single,NA,1,1,1,1,2,1,2,2,2,2,1,2,10,15,20,20,3,National news,3,6,5,9,82,71,77,50,1.5
2024-04-02T07:00:59Z,2024-04-02T07:04:00Z,181,31.9643,-97.3375,46,Female,White,Rural,88,72,40,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,2,1,71,32,86,1,Family,10,10,87,0,100,100,100,100,1
2024-04-02T07:01:59Z,2024-04-02T07:04:00Z,120,42.2299,-87.8426,36,Male,White,Suburb,100,200,31,Remote,Single,NA,1,1,1,1,4,2,2,2,2,2,2,1,1,8,51,79,3,Friends,4,6,77,29,78,80,79,78,1.8
2024-04-02T07:01:31Z,2024-04-02T07:04:01Z,149,32.8477,-96.7025,44,Female,White,Suburb,100,19,40,In person,Partnered,5,2,3,1,1,2,3,1,1,1,1,1,1,7,20,20,7,1,Friends,2,5,4,8,100,31,11,34,1.6
2024-04-02T07:00:41Z,2024-04-02T07:04:01Z,200,30.1426,-81.5727,31,Male,White,Suburb,0,78,40,In person,Single,NA,3,3,1,1,5,5,2,1,2,2,3,3,15,0,5,10,3,Global news,3,7,0,35,100,100,90,0,2.5
2024-04-02T07:00:39Z,2024-04-02T07:04:03Z,204,42.2903,-71.0798,27,Male,Asian,Suburb,60,100,40,Remote,Single,NA,4,4,4,3,3,3,4,2,4,2,4,1.5,0,0,0,95,1,Friends,4,3,10,55,50,50,48,28,3.3
2024-04-02T07:02:21Z,2024-04-02T07:04:04Z,103,41.4098,-73.59,39,Male,Multiracial,Urban,0,67,45,In person,Partnered,4,1,1,1,1,1,1,1,1,1,1,1,0.1,5,100,1,30,1,Nothing,10,5,0,1,0,0,0,0,1
2024-04-02T07:00:42Z,2024-04-02T07:04:05Z,202,38.3334,-85.4674,60,Male,White,Suburb,10,55,15,Remote,Single,NA,2,2,1,1,1,1,3,1,3,1,1,0.5,2,11,8,92,1,Friends,3,2,0,14,60,65,49,49,1.6
2024-04-02T07:01:02Z,2024-04-02T07:04:06Z,183,38.5576,-121.4853,36,Male,White,Urban,85,96,40,Remote,Partnered,4,2,3,3,3,4,2,3,2,3,3,3,3.6,5,7,36,8,3,Friends,3,7,10,17,47,99,35,55,2.8
2024-04-02T07:00:45Z,2024-04-02T07:04:06Z,201,31.6736,-94.6944,38,Female,White,Suburb,5,33,40,In person,Single,NA,1,1,1,1,2,1,2,1,3,1,3,3,0,0,0,10,1,Hobbies,4,1,1,5,86,86,50,30,1.4
2024-04-02T07:02:53Z,2024-04-02T07:04:06Z,72,42.1033,-71.1772,29,Female,White,Suburb,30,90,40,In person,Partnered,4,4,3,3,4,5,4,3,3,4,2,3,2,1,11,33,19,2,Celebrities,7,5,67,34,33,52,35,47,3.5
2024-04-02T07:01:43Z,2024-04-02T07:04:09Z,145,35.5831,-78.7881,53,Female,White,Suburb,31,164,40,In person,Partnered,5,2,2,1,1,1,1,1,1,1,1,1,0.5,1,12,25,91,1,Family,10,3,0,16,96,100,100,50,1.2
2024-04-02T07:01:31Z,2024-04-02T07:04:09Z,158,37.4073,-121.939,31,Female,Asian,Urban,15,58,40,In person,Single,NA,2,2,3,1,1,1,2,1,2,2,3,3,0,0,3,21,6,Celebrities,4,4,0,0,87,85,62,52,1.7
2024-04-02T07:01:03Z,2024-04-02T07:04:11Z,187,40.2363,-75.296,36,Male,White,Suburb,6,40,40,In person,Partnered,4,3,2,1,1,4,2,3,1,3,2,2,0.9,1,5,6,71,3,National news,3,2,1,21,75,64,70,54,2.2
2024-04-02T07:01:40Z,2024-04-02T07:04:11Z,150,25.9289,-80.1827,43,Male,Hispanic,Urban,0,52,40,Remote,Dating,4,2,1,1,1,1,1,1,1,2,1,1,0.5,2,22,71,50,1,Sports,1,13,0,0,17,86,85,60,1.2
2024-04-02T07:01:12Z,2024-04-02T07:04:11Z,179,39.6499,-86.7509,35,Female,White,Rural,2,50,2,Do not work,Partnered,4,1,1,1,1,2,2,1,1,1,1,1,0.5,0,17,83,46,0,Friends,1,1,0,30,50,81,82,81,1.2
2024-04-02T07:01:38Z,2024-04-02T07:04:13Z,155,42.5301,-71.7553,36,Male,White,Rural,0,111,60,In person,Partnered,4,3,3,1,1,1,3,3,1,1,1,1,1,0,5,0,70,1,Family,6,2,0,60,90,82,80,51,1.8
2024-04-02T07:00:52Z,2024-04-02T07:04:15Z,203,36.4192,-83.0048,48,Female,Black,Suburb,53,100,32,In person,Single,NA,3,2,3,4,3,2,3,2,3,4,3,2.7,10,19,38,52,3,Friends,3,4,50,29,50,8,49,66,2.9
2024-04-02T07:01:19Z,2024-04-02T07:04:15Z,176,43.0592,-73.7356,34,Female,White,Suburb,4,59,40,In person,Partnered,4,3,3,3,3,4,3,4,3,3,4,3,1.7,4,18,58,54,1,Family,9,13,34,38,76,75,75,73,3.3
2024-04-02T07:00:46Z,2024-04-02T07:04:17Z,211,40.3473,-75.9305,34,Male,Hispanic,Urban,100,71,45,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.1,1,1,1,100,1,Family,9,0,5,1,100,100,100,100,1
2024-04-02T07:01:08Z,2024-04-02T07:04:17Z,189,47.6034,-122.3414,46,Female,White,Rural,5,24,45,In person,Single,NA,2,2,1,1,2,1,1,1,2,1,1,1,2,5,20,65,1,Family,3,1,3,10,30,50,65,50,1.4
2024-04-02T07:02:15Z,2024-04-02T07:04:17Z,121,37.2808,-121.9572,38,Male,Hispanic,Suburb,59,123,46,In person,Partnered,5,2,3,4,2,3,4,4,1,3,1,3,2,3,5,44,29,5,Family,5,6,22,17,83,83,76,54,2.7
2024-04-02T07:02:08Z,2024-04-02T07:04:18Z,129,38.8173,-77.2905,42,Female,White,Suburb,100,140,44,In person,Partnered,5,3,1,1,1,1,2,2,1,2,3,3,1,1,6,19,81,1,Friends,6,8,85,33,93,90,77,38,1.7
2024-04-02T07:00:38Z,2024-04-02T07:04:20Z,221,40.6947,-74.2688,33,Male,White,Urban,60,100,45,In person,Partnered,4,3,2,3,3,3,3,3,3,4,2,4,3,6,30,85,70,5,Celebrities,4,3,50,60,80,90,85,80,2.9
2024-04-02T07:00:32Z,2024-04-02T07:04:20Z,228,32.7638,-117.07,42,Male,White,Urban,5,94,20,Remote,Partnered,5,2,2,2,1,3,3,3,2,3,3,3,1.5,3,40,40,80,5,Friends,3,5,30,60,80,75,60,70,2.4
2024-04-02T07:00:51Z,2024-04-02T07:04:21Z,209,43.5951,-116.5312,29,Male,White,Urban,0,118,40,In person,Dating,5,1,1,1,1,4,1,3,1,3,3,3,1,0,19,31,81,4,Friends,4,5,5,9,96,96,96,96,1.9
2024-04-02T07:01:31Z,2024-04-02T07:04:21Z,170,30.4566,-84.3223,27,Female,White,Urban,81,20,20,In person,Single,NA,4,2,5,3,4,2,4,1,4,1,4,3,2,30,14,80,1,Friends,3,4,51,72,72,81,81,88,3
2024-04-02T07:00:36Z,2024-04-02T07:04:21Z,225,40.7123,-74.0068,29,Male,Black,Urban,70,85,44,Remote,Partnered,5,2,1,1,1,3,1,3,2,3,1,1,2.4,0,0,0,70,4,Sports,5,6,57,20,79,91,76,0,1.8
2024-04-02T07:02:09Z,2024-04-02T07:04:22Z,132,47.8977,-97.0394,19,Male,Hispanic,Urban,3,75,43,In person,Single,NA,2,1,1,1,3,2,1,1,4,2,3,1.7,0,100,28,80,8,Friends,9,5,21,6,79,89,79,62,1.8
2024-04-02T07:01:32Z,2024-04-02T07:04:22Z,170,37.0156,-121.5779,34,Female,White,Urban,84,168,40,In person,Partnered,4,3,3,3,3,3,3,3,3,3,3,3,0.2,0,99,51,80,0,Friends,4,6,29,30,95,92,88,82,3
2024-04-02T07:01:04Z,2024-04-02T07:04:22Z,197,38.9898,-76.7904,28,Female,White,Suburb,78,180,25,Remote,Partnered,5,3,2,1,1,1,1,1,1,1,2,2,5,2,20,30,100,1,Friends,2,3,0,75,80,85,20,10,1.4
2024-04-02T07:00:37Z,2024-04-02T07:04:24Z,226,30.1038,-95.5057,35,Male,Asian,Suburb,0,35,40,Remote,Single,NA,3,3,2,1,3,1,3,2,3,2,3,1.5,12,5,40,25,2,National news,1,2,0,5,30,80,75,85,2.3
2024-04-02T07:00:54Z,2024-04-02T07:04:24Z,210,45.2377,-93.2765,27,Male,White,Rural,94,114,41,Remote,Single,NA,4,1,4,5,3,4,3,5,4,4,4,2.1,25,62,75,64,6,Work,10,17,64,37,71,82,74,75,3.7
2024-04-02T07:01:57Z,2024-04-02T07:04:25Z,148,37.751,-97.822,33,Female,White,Rural,10,160,40,Remote,Partnered,5,2,2,1,1,1,3,1,1,2,2,3,2.8,0,9,19,93,2,Friends,2,12,0,31,100,94,75,1,1.6
2024-04-02T07:00:50Z,2024-04-02T07:04:25Z,215,40.674,-73.9701,19,Female,White,Urban,81,80,34,In person,Single,NA,1,1,3,2,2,1,4,1,4,2,4,2,0,0,0,0,3,Hobbies,3,4,20,30,53,62,76,0,2.1
2024-04-02T07:01:28Z,2024-04-02T07:04:25Z,177,40.7706,-80.3576,43,Male,White,Suburb,75,130,40,Remote,Partnered,2,4,4,5,2,3,2,5,1,5,1,4,0.7,1,30,10,90,1,Hobbies,3,4,20,50,25,75,80,30,3.2
2024-04-02T07:00:41Z,2024-04-02T07:04:26Z,224,34.2827,-118.8875,54,Female,White,Suburb,0,33,0,Do not work,Single,NA,4,3,1,1,1,3,1,1,1,1,1,0.5,0,0,0,30,1,Hobbies,0,2,0,29,0,70,50,20,1.7
2024-04-02T07:01:21Z,2024-04-02T07:04:29Z,187,30.2732,-97.7419,39,Female,White,Urban,89,90,0,Do not work,Partnered,2,1,1,1,1,2,1,3,1,5,1,1,2,0,0,0,3,1,National news,0,1,0,32,33,43,52,1,1.7
2024-04-02T07:00:35Z,2024-04-02T07:04:30Z,234,34.1082,-118.1569,25,Not stated,Not stated,Suburb,10,200,40,In person,Partnered,3,2,2,3,3,2,1,3,1,2,1,2,5,0,50,70,50,2,Hobbies,3,2,0,40,90,100,80,75,2
2024-04-02T07:01:00Z,2024-04-02T07:04:30Z,210,42.6713,-89.007,37,Female,White,Rural,9,95,44,Remote,Single,NA,2,2,2,1,2,1,3,1,3,1,2,2,0,16,31,77,1,Friends,4,3,0,25,81,81,81,75,1.8
2024-04-02T07:01:14Z,2024-04-02T07:04:33Z,198,40.8125,-74.2134,18,Female,Black,Suburb,10,100,0,Do not work,Single,NA,1,1,2,1,4,1,1,3,4,1,1,4,1,10,20,80,4,Hobbies,5,3,60,50,70,80,0,50,1.9
2024-04-02T07:01:01Z,2024-04-02T07:04:34Z,213,37.751,-97.822,31,Male,White,Urban,0,82,40,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.9,1,0,0,36,0,Work,3,2,35,1,67,74,70,52,1
2024-04-02T07:01:57Z,2024-04-02T07:04:35Z,157,40.7123,-74.0068,33,Female,White,Urban,50,70,35,In person,Single,NA,1,1,1,1,1,1,1,1,1,1,1,2,0,0,20,80,5,Family,6,4,20,0,50,50,50,50,1
2024-04-02T07:01:05Z,2024-04-02T07:04:37Z,211,42.1719,-77.1185,57,Male,White,Rural,70,42,40,In person,Dating,4,2,3,2,2,3,3,2,2,3,2,2,1,6,20,40,90,1,Family,6,4,10,0,60,80,80,40,2.4
2024-04-02T07:02:52Z,2024-04-02T07:04:37Z,105,41.1729,-74.3791,52,Male,White,Suburb,0,200,45,In person,Partnered,5,2,2,1,1,3,1,2,1,2,1,2,1,2,10,15,80,1,Sports,6,3,5,9,90,77,84,43,1.6
2024-04-02T07:02:02Z,2024-04-02T07:04:42Z,160,39.7897,-75.0355,34,Male,White,Suburb,60,50,30,Remote,Partnered,4,1,1,1,1,1,1,1,1,1,1,1,1.5,3,10,30,5,3,National news,1,3,0,65,60,75,50,50,1
2024-04-02T07:00:55Z,2024-04-02T07:04:43Z,228,42.2957,-121.8326,46,Male,White,Rural,93,105,45,In person,Partnered,4,4,4,4,2,3,2,4,3,4,1,3,4.1,2,10,40,5,4,Friends,3,8,70,60,40,90,60,5,3.1
2024-04-02T07:02:32Z,2024-04-02T07:04:43Z,130,41.6751,-87.732,32,Male,White,Suburb,66,62,40,In person,Partnered,5,1,1,1,1,3,1,2,1,2,1,1,1,1,5,22,10,1,Hobbies,6,8,45,5,100,100,80,0,1.4
2024-04-02T07:01:13Z,2024-04-02T07:04:44Z,210,34.0544,-118.2441,23,Female,Asian,Urban,72,0,0,Do not work,Single,NA,3,3,4,1,4,2,3,3,4,2,4,5,2,10,30,41,4,Hobbies,2,6,0,0,71,81,0,81,2.9
2024-04-02T07:02:24Z,2024-04-02T07:04:44Z,139,39.7384,-75.6656,56,Male,White,Suburb,10,136,50,In person,Dating,5,1,1,1,1,1,1,1,1,1,1,1,1.1,1,11,2,23,1,Local news,10,15,6,0,100,100,100,53,1
2024-04-02T07:00:54Z,2024-04-02T07:04:46Z,232,45.5645,-122.6447,43,Male,White,Urban,0,154,2,Remote,Partnered,4,2,2,2,1,4,2,2,1,2,1,1,4.1,1,30,19,87,1,Friends,6,4,40,71,95,96,95,50,1.9
2024-04-02T07:02:14Z,2024-04-02T07:04:46Z,152,29.9353,-90.074,61,Female,White,Rural,100,97,56,In person,Partnered,5,1,1,1,1,5,1,1,5,1,3,1,2,6,9,80,50,1,Family,6,4,1,1,100,100,100,100,2
2024-04-02T07:01:59Z,2024-04-02T07:04:46Z,167,40.7182,-74.0476,27,Female,Asian,Urban,100,100,40,In person,Single,NA,1,2,1,1,1,1,3,1,2,1,1,2,1,15,0,40,0,Hobbies,4,3,70,35,100,100,100,100,1.4
2024-04-02T07:01:35Z,2024-04-02T07:04:49Z,193,39.9458,-74.9042,55,Female,White,Suburb,60,200,1,Do not work,Partnered,5,3,3,3,1,4,1,4,1,4,1,3,0.2,0,20,2,100,0,Family,2,4,3,56,41,79,0,0,2.5
2024-04-02T07:01:05Z,2024-04-02T07:04:50Z,224,40.6866,-73.5124,39,Male,Asian,Suburb,8,123,44,In person,Partnered,4,4,4,2,2,3,2,2,2,2,2,3,2.1,2,3,53,31,2,Family,2,2,3,53,52,38,53,7,2.5
2024-04-02T07:01:45Z,2024-04-02T07:04:50Z,185,26.5677,-81.596,28,Male,White,Suburb,55,55,40,In person,Dating,2,1,2,1,1,4,2,3,1,2,1,2,1.2,10,50,60,15,0,National news,4,5,25,15,85,80,70,75,1.8
2024-04-02T07:02:23Z,2024-04-02T07:04:51Z,147,37.4365,-77.4807,27,Male,White,Suburb,13,87,40,In person,Partnered,5,2,2,3,1,3,2,2,2,2,1,2,0.9,1,29,30,77,2,Hobbies,5,3,5,50,79,74,58,74,2
2024-04-02T07:00:54Z,2024-04-02T07:04:52Z,237,6.4474,3.3903,25,Male,White,Urban,80,100,40,Remote,Single,NA,5,4,4,4,5,3,4,5,5,4,5,3.8,19,57,67,68,5,National news,8,12,68,81,77,55,69,71,4.3
2024-04-02T07:02:33Z,2024-04-02T07:04:52Z,138,43.1772,-85.2473,43,Male,White,Suburb,0,48,40,Remote,Partnered,4,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,50,0,Hobbies,3,1,0,10,100,100,100,65,1
2024-04-02T07:02:06Z,2024-04-02T07:04:52Z,166,35.1893,-80.8358,52,Male,White,Suburb,0,200,31,In person,Partnered,5,2,1,1,1,1,1,1,1,1,1,1,0.2,0,0,0,0,0,Nothing,1,0,0,0,32,0,45,1,1.1
2024-04-02T07:00:39Z,2024-04-02T07:04:53Z,253,34.879,-83.992,39,Male,White,Rural,0,55,15,Remote,Single,NA,4,4,1,1,1,1,1,1,1,1,2,3,1,5,5,60,1,Hobbies,3,0,0,90,75,40,0,60,1.6
2024-04-02T07:00:42Z,2024-04-02T07:04:54Z,252,44.7603,-85.618,52,Female,White,Rural,78,13,0,Do not work,Partnered,3,3,3,1,1,3,2,2,1,1,1,1,5,0,0,0,84,3,Friends,3,8,0,74,57,56,0,34,1.8
2024-04-02T07:02:35Z,2024-04-02T07:04:55Z,139,36.334,-82.3439,46,Male,White,Suburb,75,88,39,In person,Partnered,5,1,1,1,1,1,1,2,1,3,1,1,0.4,1,10,0,20,0,Hobbies,6,4,20,0,100,100,90,50,1.3
2024-04-02T07:02:43Z,2024-04-02T07:04:58Z,135,45.6952,-122.6541,36,Male,White,Suburb,0,50,40,Remote,Partnered,5,1,1,1,1,3,1,1,1,1,1,2,0.7,1,6,3,81,1,Family,10,8,0,6,100,100,100,51,1.2
2024-04-02T07:03:26Z,2024-04-02T07:04:58Z,92,25.9289,-80.1827,33,Male,Hispanic,Urban,81,58,39,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.1,2,51,51,77,1,Friends,9,9,93,10,99,97,94,91,1
2024-04-02T07:02:28Z,2024-04-02T07:04:59Z,150,43.6927,-85.4781,51,Male,White,Rural,57,62,55,In person,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.2,0,1,0,8,0,Family,9,14,51,0,100,100,100,52,1
2024-04-02T07:01:33Z,2024-04-02T07:04:59Z,205,35.7614,-78.6015,39,Female,White,Suburb,0,99,40,Remote,Partnered,4,3,3,3,1,3,3,3,2,3,1,4,2,1,22,20,85,1,Hobbies,2,5,8,23,55,66,42,4,2.5
