StartDate,EndDate,Duration,Latitude,Longitude,Age,Sex,Race,ruralurban,Religion,Socioeconomic,workhours,Remote,Relationship_status,Relationship_qual,FOMO_1,FOMO_2,FOMO_3,FOMO_4,FOMO_5,FOMO_6,FOMO_7,FOMO_8,FOMO_9,FOMO_10,FOMO_11,socialhours,posting,social_likes,socialeffort,irl,socialengage,socialinfo,familyclose,friendclose,community,Anxiety,valued_1,valued_2,valued_3,valued_4,FOMO
2024-04-02T07:03:22Z,2024-04-02T07:04:59Z,97,38.9034,-76.9882,30,Female,Black,Urban,66,85,40,Remote,Single,NA,5,5,4,4,4,4,4,4,4,4,5,3,1,80,70,25,2,Friends,2,3,1,33,40,86,26,9,4.2
2024-04-02T07:02:06Z,2024-04-02T07:05:00Z,173,42.2876,-83.3734,52,Female,White,Suburb,70,56,44,In person,Partnered,4,1,1,1,1,3,1,3,1,2,3,2,1,7,8,41,21,1,Friends,6,12,2,11,94,93,90,48,1.7
2024-04-02T07:01:08Z,2024-04-02T07:05:02Z,233,39.0469,-77.4903,32,Female,White,Urban,100,55,35,In person,Partnered,5,4,5,4,5,3,4,4,3,4,5,5,2.3,14,54,45,71,8,Celebrities,6,20,48,16,100,100,81,75,4.1
2024-04-02T07:01:15Z,2024-04-02T07:05:04Z,229,41.8388,-87.7891,33,Male,Hispanic,Suburb,0,30,40,In person,Single,NA,1,1,1,1,2,1,4,1,4,3,2,2.5,5,10,85,90,2,Family,10,5,10,0,100,100,100,100,1.9
2024-04-02T07:01:47Z,2024-04-02T07:05:05Z,198,25.7838,-80.1823,35,Female,White,Suburb,83,125,35,In person,Partnered,5,3,2,2,3,2,3,3,2,3,3,2,1.8,2,2,77,76,8,Friends,15,20,100,50,100,100,100,100,2.6
2024-04-02T07:00:54Z,2024-04-02T07:05:08Z,254,6.4474,3.3903,29,Female,Black,Urban,50,45,30,In person,Dating,5,4,4,4,3,3,3,3,2,4,3,4,5,5,50,50,25,4,Friends,4,2,40,50,100,82,52,22,3.3
2024-04-02T07:03:11Z,2024-04-02T07:05:09Z,117,26.3432,-80.2116,44,Female,White,Suburb,7,30,40,In person,Partnered,4,2,1,1,1,1,1,1,1,1,1,1,4,1,2,0,1,1,Nothing,0,0,2,2,2,2,2,2,1.1
2024-04-02T07:02:20Z,2024-04-02T07:05:09Z,169,39.904,-75.5089,41,Female,White,Suburb,30,193,0,Do not work,Partnered,4,4,4,5,4,5,4,4,4,4,4,4,2,2,15,40,83,2,Family,5,4,87,82,81,41,0,17,4.2
2024-04-02T07:00:33Z,2024-04-02T07:05:09Z,276,47.0037,-88.5599,60,Male,White,Rural,0,60,40,Remote,Single,NA,1,1,1,1,3,2,3,1,3,1,1,1,5,10,15,0,1,Sports,1,5,0,15,50,95,100,50,1.7
2024-04-02T07:01:06Z,2024-04-02T07:05:09Z,243,39.9649,-77.0086,38,Male,White,Rural,35,74,40,In person,Partnered,5,2,2,2,2,3,2,3,3,2,3,2,1,4,50,50,75,1,Friends,4,8,20,10,85,80,80,80,2.4
2024-04-02T07:02:08Z,2024-04-02T07:05:10Z,182,38.3862,-121.991,43,Female,White,Suburb,79,23,30,In person,Partnered,3,3,2,4,3,2,4,3,4,3,2,4,1.4,13,23,20,27,2,Family,2,4,16,26,17,21,31,22,3
2024-04-02T07:02:00Z,2024-04-02T07:05:10Z,190,41.2341,-96.169,37,Male,White,Suburb,71,117,57,In person,Partnered,5,2,2,1,1,2,1,3,1,1,1,2,1,1,3,3,100,3,National news,6,2,5,0,100,93,57,79,1.5
2024-04-02T07:01:31Z,2024-04-02T07:05:11Z,219,37.8922,-122.2729,60,Female,White,Suburb,21,50,40,Remote,Single,NA,1,1,1,1,2,1,3,2,3,2,1,2,20,50,64,20,1,Global news,5,12,60,0,65,80,78,58,1.7
2024-04-02T07:03:22Z,2024-04-02T07:05:11Z,109,45.08,-93.0227,36,Female,White,Suburb,20,172,80,In person,Partnered,4,3,3,2,1,2,1,2,3,2,1,2,2,1,42,67,75,1,Friends,3,5,19,52,60,81,84,39,2
2024-04-02T07:01:59Z,2024-04-02T07:05:12Z,193,41.4422,-72.0001,29,Female,White,Suburb,1,107,40,Remote,Dating,4,2,2,2,2,2,2,2,2,2,2,2,1.6,1,32,25,64,4,Friends,6,12,1,1,100,93,76,27,2
2024-04-02T07:02:37Z,2024-04-02T07:05:13Z,155,38.6745,-90.2426,73,Female,White,Rural,20,15,0,Do not work,Single,NA,3,2,1,1,1,2,1,1,3,1,1,2,15,12,60,2,1,Hobbies,1,8,0,30,100,80,50,70,1.6
2024-04-02T07:03:24Z,2024-04-02T07:05:13Z,109,35.2227,-80.7938,38,Non binary,Black,Urban,10,20,45,Remote,Dating,5,1,1,1,1,3,1,1,1,1,1,1,2,1,5,50,10,1,Sports,5,4,0,20,60,70,50,50,1.2
2024-04-02T07:01:20Z,2024-04-02T07:05:13Z,233,42.4261,-83.2514,31,Female,White,Urban,80,23,35,Remote,Single,NA,3,5,4,3,1,1,4,3,5,2,5,4,5,3,65,30,10,Friends,1,0,0,40,25,20,0,50,3.1
2024-04-02T07:03:18Z,2024-04-02T07:05:14Z,115,39.7388,-104.9868,54,Female,White,Suburb,14,90,40,In person,Single,NA,1,1,1,1,1,1,2,1,1,1,1,0.4,0,0,1,0,0,Local news,2,4,0,28,79,78,80,0,1.1
2024-04-02T07:02:09Z,2024-04-02T07:05:15Z,186,32.7596,-117.0143,28,Male,Hispanic,Urban,70,34,40,In person,Partnered,4,1,1,1,1,1,1,1,5,2,1,1,5,10,70,31,19,10,Hobbies,3,1,1,8,81,82,92,100,1.5
2024-04-02T07:02:19Z,2024-04-02T07:05:15Z,175,40.9219,-98.3448,44,Female,White,Urban,0,32,32,In person,Dating,2,3,3,1,1,2,1,4,5,3,1,3,4,2,5,1,20,8,Hobbies,4,1,0,0,80,80,75,0,2.4
2024-04-02T07:03:24Z,2024-04-02T07:05:17Z,113,40.6956,-80.0969,40,Male,White,Suburb,0,53,34,Remote,Partnered,4,1,1,1,1,1,2,3,1,1,2,3,1,1,0,0,50,1,Sports,4,1,10,29,39,46,33,9,1.4
2024-04-02T07:00:42Z,2024-04-02T07:05:17Z,275,33.5546,-81.721,52,Male,Black,Rural,4,63,45,Remote,Single,NA,1,1,2,1,1,1,2,1,2,1,1,1,7,100,61,10,1,Work,3,2,5,31,93,73,65,75,1.3
2024-04-02T07:02:43Z,2024-04-02T07:05:17Z,154,32.3779,-90.1273,39,Female,Black,Urban,86,91,40,Remote,Partnered,2,2,2,2,1,3,3,2,1,3,1,3,3,1,6,51,53,4,Celebrities,5,0,31,40,68,1,1,29,2
2024-04-02T07:03:04Z,2024-04-02T07:05:18Z,134,28.4338,-81.3472,29,Female,White,Suburb,94,28,36,In person,Partnered,5,1,1,1,1,2,2,3,1,3,1,1,1.5,1,9,10,97,1,Friends,8,5,67,18,73,91,65,31,1.6
2024-04-02T07:01:06Z,2024-04-02T07:05:18Z,251,37.6875,-85.8747,36,Male,Black,Suburb,28,17,17,In person,Single,NA,1,1,1,1,2,1,2,1,2,1,1,1,0,1,2,10,1,Global news,2,1,3,3,4,8,33,2,1.3
2024-04-02T07:01:42Z,2024-04-02T07:05:19Z,216,35.5689,-97.5255,21,Female,Black,Suburb,10,50,36,In person,Single,NA,2,2,3,3,3,4,3,2,3,2,3,3,3,15,40,30,4,National news,2,4,30,70,10,60,21,40,2.7
2024-04-02T07:02:55Z,2024-04-02T07:05:20Z,144,40.5687,-74.3202,45,Male,White,Suburb,8,133,23,Remote,Partnered,5,2,1,4,1,4,1,4,1,4,1,1,0.5,1,39,0,100,0,Friends,15,20,61,49,100,100,30,72,2.3
2024-04-02T07:01:08Z,2024-04-02T07:05:20Z,252,41.1413,-81.3445,51,Female,White,Suburb,0,55,45,In person,Dating,4,2,2,1,1,2,4,2,3,2,1,2,2,10,9,10,30,1,Global news,2,7,0,15,81,85,89,59,2
2024-04-02T07:01:13Z,2024-04-02T07:05:23Z,249,36.8566,-75.9832,38,Male,White,Urban,81,100,48,In person,Partnered,5,1,1,1,1,4,2,3,4,2,2,2,3.6,3,30,61,25,5,Global news,5,3,60,9,80,80,79,71,2.1
2024-04-02T07:01:00Z,2024-04-02T07:05:24Z,264,41.3472,-75.9854,47,Female,White,Suburb,65,75,40,Remote,Dating,3,3,3,3,1,3,1,4,2,4,2,2,1,2,50,50,35,1,Hobbies,4,5,50,0,60,75,85,30,2.6
2024-04-02T07:02:18Z,2024-04-02T07:05:24Z,186,39.1406,-84.8688,31,Male,White,Rural,0,39,40,In person,Single,NA,2,3,2,2,3,1,1,1,2,1,2,2,0,0,0,70,2,Local news,3,1,0,75,60,50,30,40,1.8
2024-04-02T07:00:52Z,2024-04-02T07:05:24Z,272,33.5546,-81.721,24,Female,White,Suburb,40,53,0,Do not work,Partnered,5,2,2,1,1,1,1,1,1,1,1,1,3,0,0,0,5,2,Hobbies,7,1,40,25,93,73,50,50,1.2
2024-04-02T07:00:38Z,2024-04-02T07:05:25Z,286,35.1046,-81.2168,33,Female,White,Suburb,100,122,0,Do not work,Partnered,5,1,1,2,2,2,1,2,1,3,1,5,2,0,0,0,30,1,Hobbies,4,2,50,10,100,66,1,29,1.6
2024-04-02T07:01:09Z,2024-04-02T07:05:25Z,255,35.9267,-85.8075,35,Female,White,Rural,95,75,0,Do not work,Partnered,5,2,2,2,1,1,1,1,3,1,3,1,2,2,70,25,100,3,Family,12,7,100,0,100,100,0,90,1.7
2024-04-02T07:03:26Z,2024-04-02T07:05:25Z,119,39.9464,-75.0517,34,Female,White,Suburb,69,172,40,Remote,Partnered,5,2,2,2,1,1,1,1,1,2,1,2,1.5,1,50,58,86,1,Hobbies,5,10,90,20,86,87,89,58,1.4
2024-04-02T07:02:23Z,2024-04-02T07:05:26Z,182,31.9002,-81.2887,37,Female,White,Suburb,2,52,40,In person,Single,NA,3,2,1,1,2,1,1,1,2,1,1,5,0,0,1,19,10,Global news,1,4,0,72,75,80,93,1,1.5
2024-04-02T07:02:11Z,2024-04-02T07:05:26Z,194,38.5774,-90.6709,63,Female,White,Rural,95,20,20,Remote,Single,NA,2,2,1,1,1,1,2,1,1,1,1,4,0,1,0,0,1,National news,2,1,20,0,10,5,0,0,1.3
2024-04-02T07:01:10Z,2024-04-02T07:05:27Z,257,39.9943,-75.1181,48,Female,White,Urban,92,24,0,Do not work,Single,NA,2,1,1,1,1,1,2,1,1,1,1,2,0,20,0,92,1,Family,15,6,19,30,91,92,1,4,1.2
2024-04-02T07:00:38Z,2024-04-02T07:05:28Z,290,39.0913,-76.9377,26,Male,White,Urban,80,70,40,In person,Partnered,5,5,4,2,2,3,1,3,2,4,2,4,3.5,3,20,60,70,3,Sports,3,3,75,60,70,70,55,30,2.8
2024-04-02T07:01:09Z,2024-04-02T07:05:30Z,260,38.7613,-85.4066,45,Female,White,Suburb,71,45,32,Remote,Partnered,4,3,4,5,2,3,4,3,2,4,3,3,1,0,1,9,5,1,Nothing,1,2,19,19,41,51,20,31,3.3
2024-04-02T07:01:09Z,2024-04-02T07:05:30Z,260,34.0726,-118.261,26,Female,White,Urban,81,112,61,Remote,Dating,4,4,3,3,2,4,3,2,3,2,4,3,4,3,13,8,27,2,Celebrities,3,4,45,39,25,43,56,36,3
2024-04-02T07:02:28Z,2024-04-02T07:05:30Z,182,41.85,-87.7165,47,Female,Asian,Suburb,0,111,41,Remote,Partnered,5,2,2,2,2,3,1,2,1,2,1,2,2.1,2,12,28,88,4,Friends,5,12,0,37,67,92,96,0,1.8
2024-04-02T07:01:20Z,2024-04-02T07:05:31Z,250,28.5788,-81.4396,45,Female,Multiracial,Urban,25,17,40,In person,Single,NA,4,4,1,1,1,1,1,1,3,2,2,1,1,10,25,15,1,National news,0,0,0,80,0,8,65,5,1.9
2024-04-02T07:01:34Z,2024-04-02T07:05:31Z,237,29.9481,-90.207,53,Female,White,Suburb,0,100,0,Do not work,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,0,Hobbies,3,0,0,0,60,50,50,50,1
2024-04-02T07:02:47Z,2024-04-02T07:05:32Z,165,40.7365,-74.0055,48,Male,White,Suburb,17,120,45,Remote,Partnered,5,1,1,1,1,3,2,3,2,3,2,2,2,2,15,5,60,1,Family,7,5,9,12,93,91,88,64,1.9
2024-04-02T07:01:21Z,2024-04-02T07:05:32Z,251,40.2389,-77.1935,33,Male,Asian,Urban,0,40,40,Remote,Single,NA,2,2,1,1,3,2,2,2,3,2,3,3.1,2,10,62,25,3,Hobbies,3,2,0,85,66,51,51,37,2
2024-04-02T07:03:48Z,2024-04-02T07:05:33Z,104,39.6091,-79.983,35,Male,White,Suburb,0,153,40,Remote,Partnered,4,3,3,3,3,4,3,3,3,3,3,3,0.5,1,25,25,85,2,Friends,5,10,30,37,55,80,72,78,3.1
2024-04-02T07:03:13Z,2024-04-02T07:05:33Z,139,40.7961,-73.9513,40,Male,Asian,Urban,77,80,35,In person,Partnered,4,2,3,2,2,2,2,2,2,2,1,2,2,0,1,20,10,2,Sports,2,4,30,15,70,69,71,52,2
2024-04-02T07:02:57Z,2024-04-02T07:05:34Z,156,42.5836,-83.4989,33,Female,White,Suburb,8,70,40,In person,Single,NA,2,1,1,1,1,1,1,2,3,1,2,2,1,15,54,100,1,Friends,3,2,0,30,40,100,60,50,1.4
2024-04-02T07:02:04Z,2024-04-02T07:05:36Z,211,42.4933,-83.135,30,Male,White,Suburb,0,100,40,Remote,Single,NA,2,2,3,3,2,1,2,1,2,1,2,2,0,0,0,80,1,Hobbies,5,20,0,60,100,90,95,50,1.9
2024-04-02T07:02:31Z,2024-04-02T07:05:37Z,185,35.3226,-80.6612,33,Female,Hispanic,Suburb,0,144,28,Remote,Partnered,1,2,2,3,2,3,1,2,1,3,1,2,1,0,20,19,80,2,Hobbies,4,2,1,40,61,62,74,75,2
2024-04-02T07:02:08Z,2024-04-02T07:05:38Z,209,43.0503,-88.045,32,Female,White,Suburb,15,110,24,In person,Partnered,5,1,1,1,1,2,1,4,1,4,2,3,2,0,20,0,20,1,Hobbies,5,5,10,30,80,80,50,0,1.8
2024-04-02T07:01:29Z,2024-04-02T07:05:38Z,248,42.2904,-71.0712,37,Female,White,Urban,24,73,39,In person,Partnered,4,3,2,4,2,2,2,3,4,5,2,4,1.5,10,50,50,23,1,Local news,4,1,10,70,75,71,84,81,2.9
2024-04-02T07:02:24Z,2024-04-02T07:05:39Z,195,41.804,-87.707,61,Female,White,Urban,96,88,0,Do not work,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,2,0,0,1,75,0,Nothing,15,4,60,1,100,100,1,0,1
2024-04-02T07:02:40Z,2024-04-02T07:05:39Z,179,35.5394,-82.9735,43,Female,White,Suburb,21,35,30,Remote,Single,NA,1,1,1,1,1,1,1,2,2,1,1,1,3,20,52,86,1,Family,5,8,0,0,100,92,92,91,1.2
2024-04-02T07:03:17Z,2024-04-02T07:05:41Z,144,39.7668,-86.4013,33,Female,White,Suburb,0,31,32,In person,Dating,5,1,1,2,1,3,1,2,1,2,1,3,1.5,0,50,4,70,2,Local news,3,2,0,17,39,27,37,3,1.5
2024-04-02T07:02:45Z,2024-04-02T07:05:41Z,176,42.3275,-88.2918,33,Male,White,Rural,98,149,40,In person,Partnered,4,1,1,1,1,2,1,1,1,1,1,1,1,0,10,5,100,2,Friends,5,2,14,1,78,78,79,40,1.1
2024-04-02T07:02:10Z,2024-04-02T07:05:45Z,214,33.6598,-117.3485,54,Female,White,Urban,35,80,0,Do not work,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,Hobbies,3,5,0,30,100,100,0,0,1
2024-04-02T07:02:48Z,2024-04-02T07:05:45Z,177,42.2904,-71.0712,43,Female,White,Suburb,14,107,0,Do not work,Partnered,4,4,4,5,4,4,4,4,3,4,2,5,1.1,2,19,12,100,1,Friends,2,3,65,80,20,50,0,50,3.8
2024-04-02T07:02:30Z,2024-04-02T07:05:46Z,195,36.006,-88.4252,24,Female,White,Rural,100,121,24,In person,Partnered,5,2,2,2,1,2,2,2,1,2,2,2,5,2,35,4,100,2,Friends,5,4,81,13,100,100,85,71,1.8
2024-04-02T07:03:02Z,2024-04-02T07:05:48Z,166,6.4474,3.3903,25,Male,Black,Urban,73,171,60,Remote,Single,NA,2,1,1,2,4,3,3,2,2,1,2,5,5,6,3,9,5,Global news,4,7,76,37,80,82,75,52,2.1
2024-04-02T07:03:36Z,2024-04-02T07:05:48Z,132,25.7349,-80.2228,34,Male,White,Urban,80,47,40,In person,Dating,2,3,2,4,5,4,1,3,4,4,5,2,2,6,35,55,61,3,Local news,3,7,34,69,65,90,36,56,3.5
2024-04-02T07:02:46Z,2024-04-02T07:05:46Z,180,39.7593,-104.9651,32,Male,White,Suburb,30,40,30,In person,Dating,5,3,3,1,1,3,1,2,1,2,1,2,2,5,20,10,90,1,Sports,3,9,10,20,70,84,90,80,1.8
2024-04-02T07:01:51Z,2024-04-02T07:05:50Z,239,34.0091,-95.0686,58,Female,White,Rural,100,3,16,Remote,Single,NA,2,2,1,1,2,2,1,1,2,1,2,3.2,1,8,19,100,2,National news,1,1,9,40,21,19,25,18,1.5
2024-04-02T07:02:05Z,2024-04-02T07:05:52Z,227,29.7388,-95.8309,40,Female,Asian,Suburb,50,50,0,Do not work,Partnered,4,3,3,2,2,3,4,2,1,2,1,2,1,0,0,0,50,1,Hobbies,5,2,9,20,70,40,2,1,2.3
2024-04-02T07:01:34Z,2024-04-02T07:05:53Z,259,40.5377,-105.0546,38,Male,White,Urban,1,80,35,Remote,Single,NA,2,2,2,1,3,1,3,3,2,2,3,3,5,23,73,70,1,Friends,5,7,0,50,85,80,75,50,2.1
2024-04-02T07:01:12Z,2024-04-02T07:05:54Z,281,41.4253,-87.3565,50,Male,Black,Urban,49,109,40,Remote,Dating,4,2,2,1,2,1,2,2,3,3,2,2,2,10,63,18,18,3,Global news,3,5,29,20,97,86,72,54,2
2024-04-02T07:00:38Z,2024-04-02T07:05:54Z,316,30.1746,-97.8203,39,Female,White,Urban,0,100,0,Do not work,Partnered,5,4,4,1,1,4,1,2,1,1,1,1,2,0,5,0,71,0,Local news,3,3,0,72,80,100,0,95,2
2024-04-02T07:01:32Z,2024-04-02T07:05:54Z,262,31.4795,-100.485,54,Female,White,Rural,100,70,40,In person,Partnered,5,1,1,1,1,3,2,2,4,2,3,3,4,25,100,51,30,10,Hobbies,2,0,20,0,87,49,68,75,2
2024-04-02T07:02:30Z,2024-04-02T07:05:56Z,206,37.6279,-81.686,67,Female,White,Rural,100,19,1,Do not work,Partnered,5,1,1,1,1,1,3,4,1,3,1,1,2,0,3,21,6,1,Local news,15,2,9,0,100,100,1,1,1.7
2024-04-02T07:03:31Z,2024-04-02T07:05:57Z,145,40.5201,-75.7768,35,Female,White,Suburb,30,56,40,Remote,Single,NA,2,1,1,1,3,1,3,3,3,2,2,1,5,12,10,20,1,Hobbies,3,6,15,11,79,93,84,51,2
2024-04-02T07:00:37Z,2024-04-02T07:05:58Z,320,32.3046,-89.9622,40,Male,White,Suburb,1,69,40,Remote,Single,NA,1,1,1,1,2,1,3,1,2,1,2,3,1,3,10,1,1,National news,6,5,5,10,85,81,95,50,1.4
2024-04-02T07:01:43Z,2024-04-02T07:05:58Z,255,41.874,-88.0038,45,Male,White,Suburb,20,130,40,Remote,Partnered,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,10,1,Sports,3,0,10,30,1,0,0,0,1
2024-04-02T07:04:16Z,2024-04-02T07:05:59Z,103,40.5885,-75.4642,32,Male,White,Urban,4,50,35,In person,Single,NA,2,1,1,1,2,1,3,4,2,3,1,2,3,13,59,69,4,Sports,3,2,17,48,65,34,50,63,2
2024-04-02T07:03:03Z,2024-04-02T07:05:59Z,176,35.2296,-80.843,48,Male,White,Rural,3,100,40,In person,Partnered,4,4,4,2,1,2,1,2,1,2,1,3,2,0,29,86,96,1,Friends,4,1,24,69,96,88,79,34,2
2024-04-02T07:03:12Z,2024-04-02T07:06:01Z,169,38.548,-121.4597,28,Male,White,Suburb,89,145,50,In person,Partnered,5,5,5,5,4,5,5,5,5,5,5,5,3,5,90,91,71,3,Friends,8,7,39,63,100,100,100,73,4.9
2024-04-02T07:04:08Z,2024-04-02T07:06:01Z,113,41.9703,-87.664,36,Female,White,Urban,1,50,40,Remote,Dating,4,3,3,4,3,3,2,4,3,3,1,3,0.9,1,33,23,62,0,Friends,4,10,1,32,86,74,70,41,2.9
2024-04-02T07:04:06Z,2024-04-02T07:06:01Z,115,35.3352,-97.4789,25,Female,Asian,Suburb,9,68,43,In person,Partnered,4,1,2,2,1,4,2,2,2,2,2,2,2,0,100,18,87,1,Friends,3,10,8,9,85,86,71,64,2
2024-04-02T07:02:25Z,2024-04-02T07:06:02Z,217,41.0492,-85.304,51,Female,White,Urban,0,32,40,Remote,Single,NA,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,30,0,National news,3,3,0,40,100,100,73,0,1
2024-04-02T07:03:12Z,2024-04-02T07:06:02Z,170,34.0544,-118.2441,42,Male,White,Suburb,0,115,42,In person,Partnered,5,1,1,1,1,2,1,2,2,2,2,1,1,1,10,10,90,1,Sports,2,8,0,5,90,85,50,30,1.5
2024-04-02T07:03:43Z,2024-04-02T07:06:02Z,138,35.1871,-106.6659,39,Male,Hispanic,Urban,0,66,40,In person,Dating,5,2,2,2,2,3,4,3,1,3,2,2,1.5,2,50,30,90,3,Hobbies,4,5,0,29,90,84,71,66,2.4
2024-04-02T07:00:47Z,2024-04-02T07:06:02Z,314,30.3383,-97.6681,27,Female,Hispanic,Urban,50,30,25,In person,Partnered,4,5,4,3,1,1,3,2,1,1,1,2,1.9,0,100,10,95,1,Hobbies,5,8,30,70,90,90,100,9,2.2
2024-04-02T07:03:18Z,2024-04-02T07:06:03Z,165,28.4986,-81.5353,20,Female,White,Suburb,20,200,18,In person,Dating,5,4,4,4,3,3,3,4,3,4,2,4,5,0,10,24,70,4,Hobbies,2,1,1,29,50,90,90,80,3.4
2024-04-02T07:01:43Z,2024-04-02T07:06:03Z,260,48.1999,-114.3034,55,Male,White,Rural,1,177,40,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,0.5,2,3,0,20,0,Global news,11,1,1,1,100,100,92,1,1
2024-04-02T07:00:45Z,2024-04-02T07:06:04Z,318,26.8238,-80.1407,38,Female,White,Suburb,100,166,40,Remote,Partnered,5,1,1,1,1,2,1,1,1,1,1,1,4,1,41,18,71,1,Friends,8,2,9,1,100,81,49,26,1.1
2024-04-02T07:03:51Z,2024-04-02T07:06:05Z,134,47.4953,-111.2493,31,Male,White,Suburb,5,52,40,In person,Single,NA,1,2,2,1,2,2,3,1,1,1,2,2,0,0,0,94,1,Local news,4,6,5,5,77,82,83,18,1.6
2024-04-02T07:03:40Z,2024-04-02T07:06:05Z,145,42.6552,-73.802,31,Male,White,Urban,100,64,40,Remote,Partnered,5,1,2,2,1,1,1,2,1,2,1,3,2,1,1,19,25,2,Friends,4,2,50,20,100,99,88,13,1.4
2024-04-02T07:03:50Z,2024-04-02T07:06:05Z,135,34.111,-84.3025,25,Male,White,Urban,60,110,51,In person,Single,NA,1,1,1,1,2,2,3,1,2,1,3,2,1,19,12,85,2,Friends,4,8,60,7,91,87,91,21,1.5
2024-04-02T07:03:45Z,2024-04-02T07:06:06Z,140,40.7279,-73.5118,40,Male,Multiracial,Suburb,0,150,40,Remote,Partnered,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,8,0,0,Hobbies,0,0,10,0,100,51,88,50,1
2024-04-02T07:01:12Z,2024-04-02T07:06:07Z,294,41.1236,-83.1819,51,Female,White,Rural,93,100,8,In person,Partnered,5,2,2,4,2,2,2,2,1,2,1,3,0.4,0,0,0,80,1,Hobbies,9,5,51,61,61,80,80,59,2
2024-04-02T07:03:58Z,2024-04-02T07:06:08Z,130,42.1034,-70.6967,40,Female,White,Rural,0,200,29,Remote,Partnered,4,2,2,2,1,3,2,2,2,3,2,2,3,11,18,18,0,2,National news,2,4,28,21,6,6,5,4,2.1
2024-04-02T07:00:47Z,2024-04-02T07:06:11Z,323,26.0168,-80.1537,30,Male,Asian,Urban,100,44,40,Remote,Partnered,4,5,5,4,4,5,4,5,4,5,5,5,3,2,5,62,50,2,Friends,3,2,9,75,89,83,70,69,4.6
2024-04-02T07:03:27Z,2024-04-02T07:06:14Z,166,41.1314,-100.7751,41,Male,White,Rural,80,148,42,In person,Partnered,4,1,1,1,1,1,1,1,1,1,1,1,2,1,40,50,25,1,National news,5,1,35,83,83,80,82,74,1
2024-04-02T07:01:35Z,2024-04-02T07:06:15Z,280,39.0469,-77.4903,38,Male,Black,Urban,49,120,41,In person,Partnered,4,2,2,3,3,3,2,2,2,3,2,2,5,4,51,10,30,8,National news,5,16,40,50,80,71,80,50,2.4
2024-04-02T07:03:24Z,2024-04-02T07:06:15Z,171,41.6142,-87.5515,32,Male,White,Suburb,80,55,40,In person,Dating,5,1,1,2,1,2,2,2,1,2,2,2,2,2,12,40,70,2,National news,8,6,30,5,88,84,83,76,1.6
2024-04-02T07:00:46Z,2024-04-02T07:06:15Z,329,39.7951,-76.9794,30,Male,White,Suburb,75,55,40,In person,Partnered,5,2,2,2,1,3,1,2,1,2,1,2,0.9,3,31,21,70,0,Friends,6,8,0,5,97,93,95,89,1.7
2024-04-02T07:02:35Z,2024-04-02T07:06:17Z,222,29.8478,-95.6599,57,Female,White,Suburb,20,45,50,Remote,Dating,5,1,1,1,1,1,2,2,1,2,1,1,0.5,2,10,20,50,0,Local news,4,3,20,10,80,85,80,50,1.3
2024-04-02T07:03:10Z,2024-04-02T07:06:17Z,186,28.0109,-82.4948,30,Male,Asian,Urban,0,200,40,In person,Partnered,5,2,2,1,1,2,1,2,1,1,1,2,0.5,0,0,0,100,1,Friends,5,2,0,10,78,73,88,0,1.4
2024-04-02T07:03:33Z,2024-04-02T07:06:18Z,164,41.9703,-87.664,41,Female,White,Urban,0,160,40,Remote,Partnered,5,1,1,1,1,3,1,3,1,4,1,3,1,4,10,50,50,1,Hobbies,4,8,80,10,100,100,80,70,1.7
2024-04-02T07:01:05Z,2024-04-02T07:06:19Z,313,39.018,-77.539,26,Male,White,Rural,31,115,16,In person,Single,NA,4,3,5,3,5,3,5,3,4,3,5,1.2,9,42,9,26,1,Global news,2,2,17,25,51,20,37,8,3.8
2024-04-02T07:02:57Z,2024-04-02T07:06:21Z,203,29.7452,-95.7327,42,Female,Black,Suburb,71,65,0,Do not work,Partnered,4,1,1,1,1,1,1,1,1,1,1,2,2,1,40,20,80,2,Friends,5,4,30,40,90,90,90,90,1
2024-04-02T07:02:16Z,2024-04-02T07:06:21Z,244,40.8949,-74.011,50,Female,White,Suburb,1,151,40,In person,Partnered,5,3,4,5,2,3,3,5,3,5,5,5,3,8,30,58,55,2,Friends,7,6,40,37,67,78,73,79,3.8
2024-04-02T07:04:18Z,2024-04-02T07:06:21Z,123,42.2284,-87.9722,25,Female,White,Suburb,24,43,40,In person,Dating,2,4,2,3,2,4,3,4,1,4,1,3,2.5,0,11,5,71,4,Global news,5,2,0,49,18,41,68,57,2.8
2024-04-02T07:03:57Z,2024-04-02T07:06:22Z,145,47.6722,-122.1257,28,Female,White,Suburb,48,74,30,In person,Single,NA,3,3,1,2,3,1,4,1,4,3,4,3,1,11,42,67,8,Friends,15,6,36,66,100,72,51,72,2.5
2024-04-02T07:03:22Z,2024-04-02T07:06:23Z,181,34.1483,-118.0016,60,Female,White,Urban,49,29,40,Remote,Partnered,4,1,1,1,1,3,1,2,1,2,1,2,2,1,10,16,15,1,Friends,3,4,0,29,93,93,69,70,1.4
